f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,class
9.52,12.045,9.808,9.796,15.426,1.428,5.622,6.829,10.181,6.945,-12.198,-12.047,-3.636,0.322,-8.403,-3.403,-20.605,-14.187,3.252,-7.081,-18.516,7.733,0.648,9.398,G,E
13.801,11.007,12.388,11.044,10.882,3.964,1.685,14.165,8.039,17.641,-4.233,4.899,2.14,0.632,0.65,5.65,-8.085,-9.222,0.242,-8.085,-7.216,0.162,1.223,0.537,C,C
14.055,8.619,13.967,10.534,14.735,2.835,2.107,9.919,12.496,6.32,-14.12,1.116,5.116,1.046,-3.398,1.602,3.177,-1.806,2.224,3.177,-15.883,16.642,0.366,8.063,E,G
8.46,12.097,6.656,11.723,5.542,2.91,4.67,13.72,11.046,15.453,-4.338,-4.189,4.077,1.18,-3.163,1.837,4.843,-16.314,19.463,-4.338,-15.128,7.089,1.657,8.062,I,F
11.877,9.671,12.575,5.135,14.624,2.199,4.937,8.036,14.313,17.013,-3.632,-2.038,1.347,1.137,-1.316,1.622,-10.136,-20.919,7.081,-13.693,-10.309,1.245,2.385,3.937,H,B
10.812,9.026,15.161,16.062,1.192,2.799,3.07,18.81,9.094,19.333,-9.003,-3.138,10.028,2.171,-3.892,1.108,-23.432,-11.232,8.522,-9.003,-15.114,3.021,1.679,4.635,H,A
16.247,8.717,21.174,15.322,12.362,0.368,3.716,7.725,11.36,9.677,-2.108,-1.273,-0.301,2.938,-1.391,3.609,9.968,11.179,0.267,9.968,-14.389,24.042,0.105,3.64,B,E
6.91,13.665,7.481,12.477,14.643,1.948,3.562,25.318,5.482,19.886,-12.04,-4.485,6.218,1.536,-5.212,5.681,-0.208,-0.176,0.001,-0.208,-5.915,2.727,0.02,8.19,A,B
9.114,10.171,8.883,11.83,10.148,2.003,5.977,9.456,13.549,6.171,-0.992,-0.43,3.57,0.543,-0.76,4.24,3.553,-3.65,3.866,3.553,-5.51,5.457,0.842,0.145,A,J
8.296,14.646,17.662,3.912,14.414,2.115,4.815,9.828,15.011,13.756,-7.82,5.105,3.269,0.718,2.049,7.049,-5.522,-16.996,7.773,0.519,-14.033,11.103,0.837,4.096,F,G
11.196,12.509,17.415,10.957,12.197,3.648,4.579,11.356,15.094,13.975,1.126,-16.115,1.191,0.853,-6.767,-1.767,-0.316,-9.807,5.847,1.126,0.391,0.126,6.809,0.83,G,F
31.589,4.457,19.764,10.854,11.971,3.877,4.569,31.929,5.303,20.669,6.807,-3.181,5.663,2.181,3.903,5.219,9.318,-6.3,12.344,-14.641,-8.102,3.344,1.921,0.384,C,G
13.739,15.501,14.865,6.679,16.213,2.803,0.109,12.462,14.705,14.784,-2.092,7.416,3.96,1.291,2.905,7.905,8.891,-7.983,13.864,-15.273,-35.849,18.667,0.862,8.441,H,G
14.83,14.651,14.618,7.746,15.015,3.364,5.657,15.647,13.663,17.145,-14.024,-8.057,2.007,0.69,-7.197,-2.197,2.509,-20.429,21.972,-1.125,-10.385,5.636,1.975,0.218,B,C
17.596,4.922,19.417,5.884,15.735,2.687,4.21,8.291,9.49,15.98,-0.043,1.191,4.611,1.496,0.479,1.584,-4.383,-1.929,0.769,-4.383,-6.352,0.553,1.18,3.445,F,H
13.792,8.381,17.382,3.405,18.087,2.007,0.888,6.338,13.149,8.492,-4.517,5.331,3.551,1.048,0.868,5.868,-4.064,-1.605,0.771,-4.064,-20.306,13.092,0.243,4.544,C,C
9.325,12.64,9.414,17.571,5.064,2.623,3.42,12.437,10.394,14.622,-7.01,4.511,3.12,1.02,-0.206,4.794,6.857,-8.184,11.666,-7.01,-1.113,2.864,2.018,2.095,F,F
10.695,8.393,17.738,3.281,15.113,2.348,4.971,12.421,10.29,14.475,-7.326,4.125,3.489,0.767,6.236,11.236,-14.852,-27.033,8.502,-16.045,-9.659,3.228,1.623,4.459,H,I
14.954,12.494,17.019,18.518,6.167,0.202,4.132,8.859,12.074,17.24,-7.112,-5.959,3.302,0.92,-4.594,0.406,-18.153,-11.699,3.279,-7.112,-14.9,4.347,0.869,0.397,B,I
7.729,11.649,9.848,7.147,12.713,2.129,3.435,8.597,14.444,15.291,-12.99,-4.351,3.464,1.077,-5.394,-0.394,-7.049,-20.776,10.172,-4.16,-17.628,9.885,1.014,9.41,H,F
8.834,9.014,13.722,14.867,12.46,3.628,2.607,9.083,12.016,6.316,-2.401,0.498,4.498,1.093,-0.726,4.274,-18.226,-20.222,0.564,-2.401,-11.595,5.576,0.318,5.82,D,D
7.4,11.707,9.489,12.465,15.672,2.709,4.673,25.481,7.87,20.027,-12.013,2.459,7.596,1.766,-2.312,6.83,5.969,-10.3,13.124,-11.202,-9.929,0.287,6.759,3.198,J,I
9.937,10.739,9.315,6.595,14.391,3.309,5.967,9.618,11.702,13.408,2.841,3.705,1.007,0.668,0.44,5.44,-0.736,-11.704,7.264,-14.843,-20.614,2.772,1.619,2.079,F,D
8.686,12.226,8.728,17.88,1.651,2.662,4.284,7.524,12.48,6.022,-6.272,4.882,8.882,0.402,0.133,5.133,-9.249,-10.015,0.134,-6.272,-8.452,0.644,0.456,5.346,E,J
9.249,13.267,8.535,18.264,1.036,3.987,2.054,28.278,4.497,21.241,-6.392,2.697,11.966,2.494,-0.808,4.192,-19.972,-7.498,8.812,6.259,-13.826,18.003,0.7,6.976,G,C
8.592,12.25,8.037,15.186,10.479,3.602,0.196,8.318,12.84,6.188,-3.801,3.958,7.958,-0.901,0.365,5.365,-12.533,-26.012,9.897,-11.394,-14.902,1.314,2.744,8.882,J,F
6.013,11.426,9.102,14.419,1.495,3.217,5.736,11.098,10.664,15.794,-10.411,-4.487,2.514,0.919,-4.806,0.194,5.063,-19.101,23.756,-10.411,-3.273,3.814,2.496,6.857,I,C
9.947,12.881,6.719,2.004,17.823,2.736,3.679,7.475,10.002,9.053,3.786,4.272,6.376,-0.349,1.603,6.603,-15.362,-12.605,0.916,-2.545,-9.397,3.587,0.505,0.998,B,J
9.341,11.972,12.486,1.946,15.786,2.631,5.078,15.139,4.564,20.018,-8.388,-1.181,8.516,1.919,-3.694,7.596,6.069,-14.345,18.448,-4.604,-21.42,13.792,1.157,9.176,I,G
19.504,6.587,21.703,5.884,17.406,0.001,4.35,11.62,13.766,14.642,1.942,-8.395,5.206,1.694,1.471,4.838,-13.622,-19.505,2.854,-21.71,-8.204,9.928,0.536,8.911,G,F
13.689,14.975,12.491,9.944,11.755,1.687,3.99,18.533,8.103,19.483,-18.129,-1.069,13.398,2.733,-5.311,11.665,9.104,-11.311,18.449,-7.719,-7.196,0.076,15.615,0.485,H,G
19.498,9.452,20.456,14.937,1.266,2.187,1.21,15.534,11.957,13.006,-6.23,4.982,5.21,1.786,0.185,5.185,-14.148,-20.826,3.451,-6.23,-16.01,6.117,0.751,9.833,H,D
7.813,10.496,9.556,13.091,7.262,2.477,0.692,23.107,4.412,21.27,-1.804,3.115,8.464,1.911,0.514,5.514,-10.965,-13.97,1.042,-1.804,-6.247,1.873,0.746,0.644,B,I
20.608,5.703,21.046,16.884,6.321,3.412,1.198,6.406,11.165,7.137,-6.496,1.084,5.084,3.07,-1.506,3.494,5.913,-13.091,16.57,-6.496,-1.107,2.502,2.573,0.696,D,E
9.025,12.82,16.788,5.832,13.87,3.389,1.983,9.985,14.487,16.859,-18.666,3.18,4.428,1.426,-3.675,1.325,1.819,-10.551,8.702,-18.666,-9.31,5.723,1.233,4.671,G,D
21.599,6.472,19.137,6.693,10.167,3.186,4.335,12.13,9.079,17.843,13.022,8.204,2.713,2.802,7.011,3.526,0.672,-1.132,0.485,0.672,-9.135,6.143,0.281,8.714,E,J
8.422,11.851,9.129,14.579,3.955,1.888,4.399,9.892,11.819,16.993,-8.258,-5.098,4.765,1.294,-4.522,0.478,-8.381,-18.229,6.181,-8.258,-8.319,0.003,44.89,9.938,J,J
8.762,13.334,8.098,6.95,16.607,3.799,1.803,6.89,13.071,6.044,8.579,7.147,11.828,-0.359,5.073,10.073,-5.477,-6.888,0.335,-5.477,-11.076,2.65,0.356,0.748,B,A
9.569,9.836,15.881,17.471,6.108,3.172,1.157,26.437,9.229,21.621,-7.284,2.415,7.986,1.831,-1.148,3.852,-6.791,-7.132,0.04,-7.284,-7.38,0.006,2.59,7.463,J,E
24.749,6.616,19.055,17.264,6.922,2.78,0.017,25.602,8.396,19.333,-10.809,4.17,5.643,1.702,-1.298,3.702,4.797,-17.032,20.398,-10.809,-3.528,3.929,2.278,8.644,J,F
19.187,8.904,20.26,16.287,4.971,3.275,1.6,17.141,6.617,21.579,-7.786,2.441,7.008,1.716,-1.263,3.737,-11.731,-16.508,2.088,-7.786,-9.667,0.516,2.012,4.529,H,I
13.016,8.781,21.092,14.042,5.907,1.639,3.806,13.909,11.641,16.282,-10.511,-4.626,0.912,1.528,-4.888,0.112,-12.277,-15.435,1.122,-10.511,-24.005,9.914,0.336,0.96,B,A
27.133,5.871,19.744,6.975,16.72,2.324,3.187,12.136,12.475,17.025,6.514,7.626,2.764,2.151,3.757,9.979,-0.335,-10.188,6.186,-19.346,-16.622,0.899,2.623,2.654,H,A
8.98,12.009,7.964,15.735,2.98,2.493,5.026,7.333,12.939,7.436,-10.217,-3.21,-1.637,-0.242,-4.225,0.775,-8.958,-17.172,4.708,-10.217,-9.579,0.102,6.792,4.007,J,H
27.77,9.003,19.653,5.512,12.145,3.694,4.08,11.026,10.604,15.002,7.197,-10.425,5.567,2.22,4.099,-6.754,-16.32,-11.813,1.914,-1.826,-20.592,16.259,0.343,7.06,E,I
20.665,7.457,20.65,4.662,14.825,3.305,2.886,13.334,4.27,20.473,3.895,5.956,8.282,1.889,2.447,7.402,-19.975,-6.067,10.373,15.998,-7.408,22.648,0.677,8.643,G,D
7.988,13.634,9.854,18.274,1.724,2.585,1.341,9.041,12.843,9.118,-7.454,-0.357,3.643,0.138,-2.345,2.655,20.61,-12.777,38.583,-7.454,0.213,4.246,3.014,0.971,E,H
11.615,8.739,15.185,17.021,4.911,2.134,3.37,9.407,13.66,9.705,-6.435,2.321,6.321,1.372,-0.975,4.025,-11.237,-13.528,0.693,-6.435,-8.728,0.694,1,3.306,F,D
18.053,4.251,21.061,14.849,3.101,0.585,5.295,11.418,14.058,15.775,-5.36,-1.735,1.447,1.946,-2.396,2.604,-19.471,-8.394,7.373,3.715,-13.209,13.925,0.728,0.066,A,C
14.626,9.942,13.864,13.689,12.501,2.402,3.587,16.331,8.937,19.662,-1.754,0.815,6.034,1.506,-0.432,4.568,4.365,1.057,1.203,4.365,-1.72,3.002,0.633,0.069,A,F
12.267,13.243,15.44,16.109,5.271,3.472,5.78,23.348,5.657,20.063,-10.273,-5.546,8.44,1.907,-5.212,-0.212,5.727,7.088,0.318,5.727,-2.285,4.536,0.265,2.124,C,A
16.399,5.167,20.549,4.805,15.637,3.761,2.523,7.707,10.577,6.087,10.457,6.8,9.096,2.546,5.728,8.79,-15.794,-18.09,0.696,-9.379,-8.016,0.318,1.479,9.103,I,F
7.177,12.692,7.929,10.908,12.806,0.056,5.73,6.496,11.141,9.372,-22.527,-8.144,-9.992,-1.192,-9.359,-4.359,-5.956,-5.254,0.118,-5.956,-10.863,2.174,0.233,2.743,C,J
14.744,4.446,21.702,7.259,12.934,2.344,2.621,7.311,10.38,7.066,0.453,4.866,8.866,1.545,0.727,3.175,6.153,-7.876,10.509,-14.077,-9.048,2.255,2.159,3.907,H,E
6.832,13.852,7.612,12.856,15.537,2.447,2.04,10.719,8.507,15.901,-23.93,0.342,0.648,0.608,-6.174,-1.174,3.5,-8.921,8.755,-23.93,-7.882,12.858,0.825,9.01,H,J
10.368,10.509,13.312,11.419,14.519,1.022,5.838,29.571,4.235,19.792,-24.144,-14.423,10.225,2.204,-12.379,9.021,1.365,-9.421,7.084,-24.144,-7.982,12.995,0.738,0.302,B,G
10.989,13.282,12.176,5.901,13.631,2.954,5.622,12.484,6.47,19.524,-24.075,3.036,7.288,1.715,-5.087,6.573,15.107,0.657,10.985,15.107,-13.023,29.839,0.607,3.309,D,F
13.38,11.417,12.475,10.886,11.312,3.027,3.967,14.728,12.423,16.043,1.727,-4.783,2.845,1.091,-1.894,3.106,2.029,1.004,0.208,2.029,0.862,0.252,0.907,4.578,F,B
26.653,6.171,19.166,8.24,12.114,1.926,3.397,13.501,9.053,12.995,4.452,-11.529,3.33,1.945,2.726,-3.903,-1.543,-0.994,0.081,-1.543,-7.106,2.624,0.176,8.656,D,G
9.676,12.109,6.279,16.508,4.183,3.899,5.693,7.565,11.351,8.989,-5.561,9.68,13.68,-0.7,2.31,7.31,-15.117,-12.63,0.784,-5.561,-14.908,5.715,0.37,3.74,D,I
8.929,11.675,7.194,12.458,9.883,2.115,2.496,12.377,14.508,13.789,-3.743,3.938,2.148,0.858,0.372,5.372,-9.748,-17.45,4.276,-3.743,-6.668,1.001,2.067,9.896,J,E
8.141,10.714,7.672,8.357,12.24,2.841,5.77,8.838,13.567,13.832,-14.889,-4.635,5.35,1.392,-5.987,-0.987,10.155,3.021,3.811,10.155,-7.486,14.819,0.507,0.058,A,D
6.699,12.075,6.454,15.576,1.499,3.366,4.219,15.12,8.268,12.157,-6.669,-9.825,3.024,1.004,-6.094,-1.094,4.826,-10.523,12.026,-6.669,-1.538,2.325,2.274,0.409,C,C
31.709,4.168,20.434,1.933,16.031,1.118,3.418,12.351,14.018,13.123,7.692,-6.736,2.167,2.269,4.346,2.306,5.728,4.002,0.454,5.728,-20.637,27.076,0.129,6.635,C,F
17.415,9.868,19.857,18.149,6.716,3.749,4.732,11.957,14.214,13.59,-11.307,-8.335,0.887,1.733,-6.633,-1.633,-5.376,-7.546,0.639,-11.307,-10.561,0.129,2.227,0.545,D,G
9.052,10.588,6.523,12.643,12.601,2.286,0.402,30.04,5.858,20.497,1.081,-0.193,8.317,1.886,-0.143,4.857,-9.978,-17.004,3.725,1.081,-4.526,2.656,1.184,0.153,A,A
11.327,13.416,12.498,10.951,14.193,3.874,4.067,29.621,4.657,20.656,-11.754,-2.456,5.833,1.472,-4.295,5.361,-12.41,-29.932,14.668,-11.754,-28.19,13.328,1.049,0.767,C,H
12.489,13.853,16.091,10.827,11.633,2.5,4.68,8.33,13.48,6.461,-23.644,-1.682,-2.52,0.909,-6.945,-1.945,1.859,-20.716,21.452,-1.48,-8.552,3.761,2.388,8.915,J,G
6.535,10.997,8.663,11.91,15.501,2.608,3.819,6.744,12.739,7.293,-18.566,0.603,4.603,-0.397,-4.724,0.276,8.703,-1.961,6.965,8.703,-16.835,25.811,0.519,8.984,G,I
9.469,12.577,16.953,4.916,18.937,2.665,4.27,8.643,10.411,9.176,-2.743,-7.025,-6.663,1.226,-0.872,3.25,-19.074,-22.871,1.48,-15.213,-7.72,4.102,0.601,9.155,G,J
25.1,5.178,21.571,12.824,9.41,0.266,5.09,12.106,15.212,13.418,-2.647,-3.756,4.052,3.295,-2.56,2.44,5.65,-2.826,4.935,5.65,-6.148,8.105,0.78,5.217,F,C
8.053,11.072,14.815,15.193,1.466,2.102,3.612,9.209,13.324,9.781,-8.216,5.931,9.931,1.325,0.084,5.084,-24.1,-14.473,5.974,-8.216,-14.427,3.096,1.389,3.233,F,E
8.458,10.5,8.797,12.719,5.583,2.849,1.967,30.146,7.096,20.989,-4.853,7.483,8.384,1.897,1.571,6.571,-5.846,-7.477,0.417,-5.846,-6.969,0.238,1.323,9.081,I,E
6.809,10.186,9.267,7.843,11.431,3.025,2.069,7.659,10.384,7.442,-13.563,6.116,10.116,0.197,-1.176,3.824,-3.871,-12.979,5.498,-13.563,-8.307,2.41,1.51,8.854,I,J
13.541,6.113,21.838,15.675,5.963,2.903,1.781,13.324,11.919,15.335,-3.656,12.644,4.846,1.437,4.021,9.021,-7.152,-18.795,7.946,-3.656,-5.397,0.46,4.157,2.741,I,J
10.552,14.815,13.208,5.426,15.2,1.14,3.958,15.914,6.663,21.204,-2.761,-3.423,11.228,2.371,-0.88,9.857,-10.667,-14.892,1.737,-2.259,-10.579,4.8,0.601,0.785,B,B
28.172,4.923,20.241,18.495,5.237,3.193,1.425,18.926,8.939,19.485,-10.082,5.079,9.082,1.66,-0.738,4.262,-19.447,-7.829,7.92,5.429,-16.968,21.199,0.611,0.656,B,B
27.965,8.352,21.171,11.931,15.32,0.168,5.894,23.457,8.785,19.554,6.919,-6.621,9.159,2.192,3.96,8.132,4.287,-21.624,26.379,1.039,-8.387,5.788,2.135,9.356,J,C
30.745,8.7,20.704,7.828,11.675,0.484,4.62,7.906,11.999,8.528,2.571,-10.635,-0.708,1.757,1.785,-4.909,10.152,-12.614,21.726,-5.282,-6.567,0.291,8.638,9.154,J,E
7.546,11.308,8.201,16.768,3.16,3.092,3.927,8.707,13.248,7.73,-6.481,2.625,6.625,0.239,-0.86,4.14,-28.988,-7.49,19.935,3.836,-12.842,13.622,1.21,2.583,E,F
6.109,11.049,7.363,18.601,1.062,3.455,3.632,8.904,12.673,9.302,-11.169,11.823,15.823,0.373,1.8,6.8,-0.764,-1.085,0.036,-11.169,-6.142,2.255,0.127,5.707,C,F
26.37,5.956,19.181,4.639,16.322,2.274,2.827,9.494,9.219,14.787,-0.61,4.779,4.181,1.439,0.195,6.523,4.259,-17.01,19.619,-2.647,-30.93,30.083,0.808,7.591,G,J
26.687,4.531,19.09,11.02,5.765,3.625,4.502,30.787,4.655,19.168,-2.704,-6.999,10.682,1.814,-3.926,1.074,7.185,1.656,2.6,7.185,-2.51,6.037,0.656,4.499,E,C
14.986,4.444,21.662,14.41,11.569,3.916,5.391,15.74,8.524,15.335,1.191,-2.763,2.535,2.147,-1.187,3.813,15.936,-0.043,12.776,15.936,-3.362,16.956,0.868,7.659,H,C
9.923,10.028,12.747,13.985,9.555,0.177,3.723,9.364,12.324,8.616,-4.626,-1.034,-13.474,0.856,-1.921,3.079,-9.374,-18.737,5.73,-4.626,-6.945,0.706,2.849,8.123,J,B
10.445,13.914,12.905,6.8,14.844,3.191,1.883,9.859,13.282,15.38,-23.483,9.003,1.428,0.865,-2.453,2.547,-10.164,-10.41,0.024,-10.164,-16.42,3.129,0.088,4.272,B,A
8.748,12.067,13.918,4.496,18.743,2.466,2.407,9.844,14.943,12.378,-5.085,6.078,3.992,0.991,4.072,9.072,-30.321,-21.508,5.233,-17.566,-6.57,7.293,0.847,8.505,H,F
6.19,11.888,7.625,6.383,16.475,2.455,2.246,16.435,8.217,21.506,9.771,7.863,9.719,2.12,4.235,8.599,2.813,-4.089,3.627,2.813,-9.673,8.824,0.641,4.405,E,H
8.543,15.718,13.603,4.104,17.026,1.655,3.484,7.064,11.125,6.103,-0.735,-1.564,-6.854,1.427,0.133,5.066,-14.455,-23.053,5.042,-11.959,-9.55,0.748,2.596,9.421,J,J
9.349,10.526,14.823,11.972,9.467,2.244,0.345,30.238,6.048,21.734,0.678,0.278,9.363,2.061,-0.048,4.952,8.22,8.746,0.076,8.22,-17.566,26.188,0.054,9.297,B,A
19.124,5.752,19.844,15.31,2.484,3.713,3.015,23.391,5.342,19.246,-11.144,6.439,5.998,2.793,-0.436,4.564,10.838,-1.781,8.965,10.838,-10.554,19.789,0.673,7.407,G,J
8.524,9.371,15.56,10.344,13.493,3.081,0.483,11.924,13.517,12.36,-18.799,3.708,1.187,0.977,-3.488,1.512,-8.206,-9.147,0.182,-8.206,-17.256,5.445,0.183,0.058,A,E
19.668,7.182,20.91,9.905,11.793,0.614,5.554,8.241,11.586,8.694,2.192,-1.271,-10.357,1.719,1.596,0.124,-12.642,-10.32,0.708,4.044,-22.067,26.686,0.163,0.804,A,J
8.502,10.683,9.015,5.045,17.444,2.212,4.471,7.605,10.432,9.594,6.165,-5.113,-1.863,-0.038,-0.923,4.077,-6.573,-2.74,1.501,-6.573,-20.276,10.146,0.385,0.651,B,G
13.862,10.584,14.966,11.74,8.767,0.457,4.472,19.162,9.1,21.292,-4.46,-1.736,10.091,2.182,-2.172,2.828,-5.602,-5.47,0.01,-5.602,-4.899,0.118,0.285,7.773,E,H
6.472,10.489,6.801,14.056,9.824,2.93,5.008,14.788,5.959,20.819,-1.931,-1.047,8.274,1.879,-1.253,3.747,9.748,7.939,0.487,9.748,-16.409,26.756,0.135,0.192,A,D
12.076,10.56,17.966,6.595,14.241,2.496,3.983,9.231,12.962,6.327,-1.617,11.411,11.133,1.338,6.56,11.56,13.652,-0.437,10.577,13.652,-10.276,23.409,0.672,9.618,G,C
9.457,12.615,7.902,1.588,15.544,2.386,3.898,20.715,4.121,19.454,12.339,9.403,6.914,1.652,4.039,6.262,12.487,1.189,7.595,12.487,-12.482,24.953,0.552,0.343,A,A
8.148,10.843,8.394,2.262,17.8,2.328,5.601,8.491,12.412,6.749,1.749,3.049,9.979,0.365,2.595,7.595,-7.585,-3.389,1.719,-7.585,-28.24,18.775,0.303,8.063,E,F
6.085,11.881,8.405,14.703,8.575,2.544,4.224,6.559,11.641,7.609,0.788,-0.34,3.66,-0.63,-0.278,4.722,-21.625,-5.796,12.595,16.637,-9.256,26.351,0.691,2.015,D,I
8.795,13.776,9.977,7.811,10.571,2.414,2.057,19.452,7.361,21.654,-12.055,0.783,12.158,2.526,-3.021,10.631,2.018,-16.476,15.906,-4.814,-11.459,3.426,2.155,3.064,H,E
11.181,13.53,17.81,10.581,5.947,3.47,2.111,18.181,8.309,20.466,0.225,1.242,5.901,1.483,0.24,5.24,2.119,-9.608,8.032,0.225,-23.634,23.308,0.587,8.06,G,B
11.916,9.764,15.958,17.123,1.176,3.037,2.524,15.045,10.713,13.726,-8.61,6.099,4.24,1.015,0.056,5.056,-23.404,-8.065,12.015,3.138,-14.818,15.217,0.889,9.039,H,J
21.62,4.916,21.22,6.674,17.371,3.011,3.052,12.253,11.529,16.153,0.006,-6.934,1.132,1.501,0.503,1.444,5.184,-13.318,15.916,-6.504,-22.674,13.005,1.106,5.627,G,G
6.819,10.747,6.767,13.51,12.792,3.1,2.488,26.975,5.527,20.039,-0.094,7.777,10.353,2.226,2.883,7.883,-9.227,-6.636,0.834,-9.227,-2.182,3.739,0.472,3.522,D,E
10.4,9.745,14.265,5.701,13.156,2.88,1.056,9.033,12.748,7.722,-18.025,3.896,7.896,0.819,-3.216,1.784,6.436,-11.943,15.758,-7.895,-7.829,0.003,68.378,8.051,J,J
11.783,15.298,12.162,8.958,12.956,0.852,3.375,15.338,9.533,12.517,-13.298,-2.807,4.623,0.732,-4.827,0.173,7.59,2.603,2.227,7.59,-6.76,10.872,0.453,6.204,E,J
21.848,7.095,20.026,12.013,6.581,1.654,3.678,9.114,11.559,9.129,-1.946,-12.262,-0.216,1.703,-5.929,-0.929,26.481,11.896,11.139,26.481,-15.587,54.569,0.452,0.406,A,B
19.715,9.714,21.101,2.557,16.118,2.776,1.334,9.322,12.907,6.947,6.986,5.52,4.486,2.199,3.993,6.336,12.111,-7.681,17.611,-14.627,-21.692,3.756,2.165,7.829,I,G
7.171,13.646,8.105,5.904,14.358,2.59,5.668,15.26,15.543,15.078,17.545,12.527,4.985,1.331,4.893,9.893,-8.457,-17.11,5.091,-2.707,-9.914,3.869,1.147,2.928,F,A
29.293,8.123,19.92,13.019,6.655,3.786,3.892,31.688,8.657,19.93,-3.103,-0.961,15.801,1.89,-1.51,3.49,6.448,-1.787,4.726,6.448,-5.585,8.347,0.752,8.544,G,H
25.845,8.992,21.078,13.868,12.296,2.146,2.48,7.433,12.004,7.548,0.575,5.089,9.089,2.022,1.931,6.931,-7.59,-18.044,6.76,0.575,-3.627,1.722,1.981,6.795,I,A
10.493,12.136,14.903,3.599,15.004,2.693,4.779,24.194,5.354,19.722,-1.803,-3.907,10.324,2.221,-0.401,9.103,-21.273,-8.914,8.69,1.661,-6.555,4.71,1.358,7.568,H,J
10.519,14.019,12.423,18.848,6.255,2.723,2.759,9.633,8.176,14.341,-9.589,3.944,3.76,1.056,-1.087,3.913,-8.834,-7.598,0.275,-9.589,-7.958,0.417,0.812,9.768,H,G
6.82,11.019,8.585,12.019,9.192,2.811,5.687,15.446,5.504,20.709,0.518,-3,7.787,1.798,-1.454,3.546,-6.023,-5.104,0.176,-6.023,-1.921,1.662,0.326,4.622,D,J
11.35,13.886,14.219,17.638,6.653,2.979,2.737,18.129,6.602,19.078,-11.278,9.136,15.309,3.052,0.654,5.654,-4.053,-14.918,7.162,-11.278,-7.497,1.47,2.207,9.688,J,D
10.375,11.728,15.098,18.409,3.41,3.525,3.768,9.928,11.232,14.204,-9.289,-4.991,2.31,0.636,-4.735,0.265,4.645,-8.088,9.086,-9.289,-2.897,3.233,1.677,0.54,C,D
6.066,11.416,9.013,18.939,3.513,3.511,5.828,17.341,9.824,20.167,-7.616,-6.239,8.118,1.853,-4.837,0.163,-6.673,-17.659,7.283,-7.616,-7.142,0.065,10.565,9.8,J,A
9.914,12.621,6.402,3.633,17.746,2.362,4.126,9.604,13.367,7.568,4.146,4.488,11.221,-1.39,3.712,8.712,1.994,1.857,0.01,1.994,-23.082,25.115,0.02,0.864,A,E
8.069,12.207,17.041,16.264,1.147,3.238,4.862,13.629,9.715,21.284,-9.127,10.421,9.066,2.011,1.727,6.727,3.845,-1.182,2.254,3.845,-7.204,7.346,0.554,0.996,B,C
20.27,8.114,21.452,3.574,14.981,0.692,5.762,29.869,4.141,20.838,4.538,-9.316,9.917,1.954,2.769,8.764,3.859,5.452,0.402,3.859,-23.9,29.251,0.117,5.567,C,H
15.064,11.003,16.346,15.28,10.236,1.096,5.44,19.009,7.114,20.777,0.355,-1.277,9.902,2.15,-0.777,4.223,19.458,-10.563,32.897,-7.154,-15.605,4.914,2.587,9.892,J,H
16.646,8.437,21.254,10.963,10.847,0.129,5.34,6.937,10.868,9.741,7.217,-23.714,-5.325,2.222,4.108,-8.835,5.014,-0.336,2.474,5.014,-9.004,10.496,0.486,8.699,F,F
21.399,4.522,21.238,6.523,12.559,3.425,4.484,13.643,11.685,17.602,3.333,-3.801,5.233,1.833,2.166,-3.488,-20.141,-10.606,5.888,-1.414,-24.743,22.536,0.511,0.514,B,A
8.145,9.176,17.184,1.519,17.862,3.286,5.352,12.17,15.582,12.871,-2.497,-8.435,4.72,1.25,-0.749,4.433,-13.75,-18.939,2.364,-8.742,-8.227,0.074,5.659,9.95,J,A
11.14,15.142,16.338,18.273,4.398,1.825,3.952,13,9.112,21.339,-10.128,-2.221,7.67,1.778,-3.791,1.209,-10.535,-13.637,1.092,-10.128,-10.331,0.018,7.736,9.805,J,F
13.905,11.793,17.544,12.448,13.551,2.606,0.721,7.426,10.552,8.856,-24.302,2.114,6.114,0.656,-5.528,-0.528,-16.825,-22.047,2.387,-24.302,-21.864,0.761,1.771,5.069,H,H
31.416,6.644,20.866,15.383,6.01,1.204,3.868,12.769,14.052,12.069,-4.839,-6.728,1.146,3.774,-4.347,0.653,6.196,-15.297,19.928,-4.839,-14.113,5.649,1.878,2.304,F,I
18.004,4.233,20.854,11.743,11.815,1.258,3.932,6.354,10.305,7.699,1.263,-10.052,-2.538,2.828,-4.206,0.794,9.58,8.25,0.307,9.58,-19.297,31.036,0.099,0.216,A,B
9.084,13.323,9.861,6.695,14.359,3.877,4.786,10.933,9.577,16.119,-18.575,-5.698,3.324,1.054,-7.351,-2.351,-7.712,-19.371,7.962,-3.899,-15.24,7.639,1.021,2.274,E,J
17.124,8.76,20.377,3.287,16.748,1.344,3.908,15.827,8.349,12.493,12.434,-8.806,4.219,2.743,6.717,4.016,-12.163,-17.266,2.305,-26.22,-8.412,15.029,0.392,7.311,E,D
8.804,10.548,9.321,5.801,11.618,3.23,1.047,9.034,13.202,6.96,-17.131,0.539,4.539,-0.277,-4.391,0.609,8.596,-2.557,7.449,8.596,-18.806,28.687,0.51,4.079,E,H
